gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgChargePerMonth,TenureBucket,MonthlyChargesBucket,churn_probability,risk_bucket,risk_decile,recommended_action
Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,128.6,0,21.433333333333334,0-6,0-25,0.29484038322883194,Low,5,No action
Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.1,4674.4,0,101.61739130434782,37-48,100+,0.640620395913554,Medium,7,Watchlist / proactive support
Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45,0,82.7357142857143,13-24,76-100,0.8539345273161122,High,10,Target retention offer
Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.15,1498.85,0,22.04191176470588,61+,0-25,0.015550230130626251,Low,1,No action
Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,50.1,0,50.1,0-6,51-75,0.7805270775559372,High,9,Target retention offer
Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.6,1797.75,0,71.91,25-36,51-75,0.7390501931065551,High,8,Target retention offer
Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,498.1,0,20.754166666666666,13-24,0-25,0.04260069294256341,Low,2,No action
Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2624.25,1,87.475,25-36,76-100,0.8174485877078126,High,9,Target retention offer
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.55,184.1,1,92.05,0-6,76-100,0.8439910852639758,High,10,Target retention offer
Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.8,5498.8,0,107.81960784313726,49-60,100+,0.4969893501599736,Medium,6,Watchlist / proactive support
Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.5,4845.4,0,85.00701754385965,49-60,76-100,0.08754675936069493,Low,3,No action
Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.05,369.1,0,24.60666666666667,13-24,26-50,0.08975699523022775,Low,3,No action
Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.7,6096.9,0,84.67916666666666,61+,76-100,0.027648060071210474,Low,1,No action
Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.8,160.75,1,80.375,0-6,76-100,0.8482555770331408,High,10,Target retention offer
Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),96.6,2684.35,0,95.86964285714285,25-36,76-100,0.6508993753065322,Medium,8,Watchlist / proactive support
Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,3004.15,1,103.59137931034483,25-36,76-100,0.8819237101992972,High,10,Target retention offer
Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),101.1,6994.8,0,99.92571428571429,61+,100+,0.05872718472800472,Low,2,No action
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,273.25,0,21.01923076923077,13-24,0-25,0.1526919194410539,Low,3,No action
Female,1,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,94.05,5483.9,0,92.94745762711864,49-60,76-100,0.2599119573170747,Low,4,No action
Male,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.25,1233.65,1,94.89615384615385,13-24,76-100,0.9163460086205376,High,10,Target retention offer
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,1,75.41428571428571,7-12,51-75,0.8500630341289879,High,10,Target retention offer
Female,0,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,4985.9,0,80.41774193548386,61+,76-100,0.036656769704313204,Low,2,No action
Female,0,No,No,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,60.25,1258.35,0,59.921428571428564,13-24,51-75,0.23042566802533176,Low,4,No action
Female,0,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.85,111.4,0,55.7,0-6,51-75,0.6991451529340389,Medium,8,Watchlist / proactive support
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.95,43.95,0,43.95,0-6,26-50,0.5795568174700314,Medium,7,Watchlist / proactive support
Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.05,308.1,0,77.025,0-6,76-100,0.8311321382847265,High,9,Target retention offer
Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.25,383.65,0,20.192105263157895,13-24,0-25,0.11676726800177994,Low,3,No action
Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.15,2555.9,1,85.19666666666667,25-36,76-100,0.6246680177515869,Medium,7,Watchlist / proactive support
Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.4,1284.2,0,19.16716417910448,61+,0-25,0.009955603685559547,Low,1,No action
Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),102.65,7550.3,0,104.86527777777778,61+,100+,0.14348785363949257,Low,3,No action
Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1110.05,0,20.944339622641508,49-60,0-25,0.016226952521276317,Low,1,No action
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.55,99.6,0,19.919999999999998,0-6,0-25,0.2657051789046803,Low,4,No action
Male,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15,0,94.4669014084507,61+,76-100,0.11585068526673409,Low,3,No action
Female,0,Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),84.15,4164.4,0,83.288,49-60,76-100,0.17114817582,Low,4,No action
Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,103.2,5873.75,0,104.88839285714286,49-60,100+,0.3051350296304795,Low,5,No action
Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.2,109.25,0,54.625,0-6,51-75,0.5674897027469278,Medium,7,Watchlist / proactive support
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.55,179.25,1,89.625,0-6,76-100,0.9173046293943308,High,10,Target retention offer
Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.75,1338.15,1,55.75625,13-24,51-75,0.38660174957956334,Low,5,No action
Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,862.4,0,18.747826086956522,37-48,0-25,0.01690778153716771,Low,1,No action
Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.25,8564.75,0,120.63028169014085,61+,100+,0.1997053745861069,Low,4,No action
Female,0,No,No,29,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,31.2,926.2,0,31.93793103448276,25-36,26-50,0.5158177846332521,Medium,7,Watchlist / proactive support
Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1718.2,0,24.90144927536232,61+,0-25,0.00899022519188048,Low,1,No action
Male,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.2,5956.85,0,83.8992957746479,61+,76-100,0.048827244704105245,Low,2,No action
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.3,91.3,1,91.3,0-6,76-100,0.9170903230585891,High,10,Target retention offer
Male,1,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.65,4824.45,0,86.15089285714285,49-60,76-100,0.06221740176511227,Low,2,No action
Male,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.2,1238.65,0,22.118750000000002,49-60,0-25,0.03265153700682049,Low,1,No action
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,1,79.5,0-6,76-100,0.888689026091837,High,10,Target retention offer
Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.55,672.2,0,24.00714285714286,25-36,26-50,0.11105782375010811,Low,3,No action
Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,382.2,0,20.11578947368421,13-24,0-25,0.19008336832314845,Low,4,No action
Male,0,Yes,No,66,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,63.85,4264.6,0,64.61515151515152,61+,51-75,0.22510354958437329,Low,4,No action
Female,0,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,61.95,1070.7,0,62.98235294117647,13-24,51-75,0.2695368294816888,Low,4,No action
Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1345.85,0,25.881730769230767,49-60,26-50,0.018524245023607767,Low,1,No action
Female,0,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,58.2,1045.25,0,55.01315789473684,13-24,51-75,0.36263560050315896,Low,5,No action
Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.85,3003.55,0,83.43194444444445,25-36,76-100,0.12013175836809448,Low,3,No action
Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,467.55,1,66.79285714285714,7-12,51-75,0.8133799278459786,High,9,Target retention offer
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),104.9,7537.5,0,104.6875,61+,100+,0.14811216859991314,Low,3,No action
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.3,7482.1,1,111.67313432835822,61+,100+,0.3576382809121117,Low,5,No action
Male,1,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.85,3343.15,0,98.32794117647059,25-36,76-100,0.661726544357246,Medium,8,Watchlist / proactive support
Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,1,95.21140350877194,49-60,76-100,0.5977062921996346,Medium,7,Watchlist / proactive support
Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.25,587.1,1,83.87142857142858,7-12,76-100,0.8585610339484366,High,10,Target retention offer
Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,1,100.8,0-6,100+,0.9322235670025217,High,10,Target retention offer
Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,0,20.14375,7-12,0-25,0.3951436299681075,Low,6,No action
Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.0,7028.5,0,101.8623188405797,61+,100+,0.20424558768309534,Low,4,No action
Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.4,5232.9,0,104.65799999999999,49-60,100+,0.44811037226357603,Medium,6,Watchlist / proactive support
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,225.85,0,22.585,7-12,0-25,0.1770121003420304,Low,4,No action
Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,274.7,0,22.891666666666666,7-12,26-50,0.08204827559166619,Low,3,No action
Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.3,1180.95,1,84.35357142857143,13-24,76-100,0.8166599875485651,High,9,Target retention offer
Female,0,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,3370.2,0,48.145714285714284,61+,26-50,0.03367932973997856,Low,2,No action
Female,1,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3,0,111.1140625,61+,100+,0.49976859265589185,Medium,6,Watchlist / proactive support
Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,5958.85,0,90.28560606060607,61+,76-100,0.031046257503258252,Low,1,No action
Female,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.0,5999.85,0,84.5049295774648,61+,76-100,0.030900843139311306,Low,1,No action
Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45,0,82.4225,13-24,76-100,0.8282644898873704,High,9,Target retention offer
Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.35,5753.25,0,79.90625,61+,76-100,0.03437298291367649,Low,2,No action
Female,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.05,4492.9,0,63.28028169014084,61+,51-75,0.009444911812590436,Low,1,No action
Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,0,104.1236842105263,37-48,100+,0.7207353540509586,High,8,Target retention offer
Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.95,2625.55,1,93.76964285714287,25-36,76-100,0.8038106648954351,High,9,Target retention offer
Male,1,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,1233.4,1,72.5529411764706,13-24,76-100,0.789416142583993,High,9,Target retention offer
Male,0,No,No,33,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.1,1309.0,0,39.666666666666664,25-36,26-50,0.4292854538071309,Medium,6,Watchlist / proactive support
Female,0,Yes,Yes,23,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,34.6,813.45,0,35.36739130434783,13-24,26-50,0.08210580058964208,Low,3,No action
Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.55,1108.8,0,19.117241379310343,49-60,0-25,0.042925017840848706,Low,2,No action
Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.45,7349.35,0,104.99071428571429,61+,100+,0.20435706389429262,Low,4,No action
Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,294.2,0,73.55,0-6,51-75,0.8063223742898886,High,9,Target retention offer
Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,929.2,0,20.64888888888889,37-48,0-25,0.018742848726730352,Low,1,No action
Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,740.0,1,74.0,7-12,51-75,0.8276932467315562,High,9,Target retention offer
Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,754.5,0,20.958333333333332,25-36,0-25,0.026311090380027186,Low,1,No action
Male,0,No,No,54,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.9,3883.3,0,71.91296296296296,49-60,51-75,0.15900007924304121,Low,3,No action
Male,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.7,1414.2,0,61.48695652173913,13-24,51-75,0.09206251291225963,Low,3,No action
Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),78.35,3211.2,0,78.32195121951219,37-48,76-100,0.1460407193538886,Low,3,No action
Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.45,371.6,0,74.32000000000001,0-6,51-75,0.8169707847850601,High,9,Target retention offer
Male,0,Yes,Yes,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.85,1246.4,0,46.162962962962965,25-36,26-50,0.3331073802058021,Low,5,No action
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,95.85,0,95.85,0-6,76-100,0.8705638292804053,High,10,Target retention offer
Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),35.7,2545.7,0,37.9955223880597,61+,26-50,0.015210279757235143,Low,1,No action
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.55,6448.85,0,89.56736111111111,61+,76-100,0.04224412881260426,Low,2,No action
Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1468.9,0,26.230357142857144,49-60,0-25,0.02059649101617472,Low,1,No action
Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.85,1013.6,0,23.036363636363635,37-48,0-25,0.07019107550208148,Low,2,No action
Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,6690.75,0,101.375,61+,100+,0.7031853020167891,High,8,Target retention offer
Female,0,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75,1,61.43382352941177,25-36,51-75,0.13638028880107697,Low,3,No action
Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.35,7240.65,0,104.93695652173912,61+,100+,0.15085397590326952,Low,3,No action
Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,1,102.45,0-6,100+,0.8686871099850634,High,10,Target retention offer
